新出単語（しんしゅつたんご）⑤,<名>,新单词；生词
新出（しんしゅつ）⓪,<名>,新出现；新
単語（たんご）⓪,<名>,单词
第２課（だいにか）①-①,<名>,第2课
第-（だい-）,<接頭>,第~
課（か）①,<名>,课
新生活（しんせいかつ）③,<名>,新生活
新-（しん-）,<接頭>,新~
生活（せいかつ）⓪,<名·自Ⅲ>,生活
ユニット（unit）①,<名>,单元
会話（かいわ）⓪,<名·自Ⅲ>,会话
はじめまして④,,初次见面
すみません④,,对不起
あ①,<感>,（表示明白、吃惊、感叹之意）啊
日本（にほん）②,<固名>,日本
方（かた）②,<名>,（用于人，含敬意）位
こちらこそ④,,表示自己才属于对方所说的那种情况
ああ①,<感>,（表示明白、吃惊、感叹或喜悦等）啊
日本語学科（にほんごがっか）⑤,<名>,日语专业；日语系
日本語（にほんご）⓪,<名>,日语
-語（-ご）,<接尾>,~语；~话
学科（がっか）⓪,<名>,专业；学科
ええ①,<感>,（表示对对方提问的肯定答复）是；是的
そう①,<副>,那样；那么
じゃあ①,<接>,（表示转换话题）那么
また②,<副> ,再见；再；又
-さん,<接尾>,（接在人名等后面，略表尊敬及亲密之意，相当于汉语的）小（王）、老（王）
おはよう⓪,,早上好
こちら⓪,<名>,（指代说话人近旁的人或方位）这位；这边；这个
昨日（きのう）②,<名>,昨天
どうも①,<副>,（加强感谢、道歉的语气）太；实在是
すみませんでした④,,（「すみません」的过去时） 对不起
あれ⓪,<感>,（表示吃惊或诧异）诶
知り合い（しりあい）⓪,<名>,相识；熟人
ちょっと①,<副>,稍微，些许，一点儿，一下
高校（こうこう）⓪,<名>,高中
後輩（こうはい）⓪,<名>,晚辈；学弟；学妹
今（いま）①,<名>,现在
京華大学（きょうかだいがく) ④,<固名>,京华大学
大学（だいがく）⓪,<名>,大学
語学留学生（ごがくりゅうがくせい）⑥,<名>,语言留学生
語学（ごがく）①⓪,<名>,语言；外语
留学生（りゅうがくせい）③,<名>,留学生
留学（りゅうがく）⓪,<名·自Ⅲ>,留学
どうぞ①,<副>,（表示对他人提出请求）请；恳请
よろしく⓪,<副>,（寒暄用语）表示“请多关照”等意思
彼女（かのじょ）①,<名>,她；女朋友
まあ①,<副>,（表示虽不十分满意，但还差强人意）就（还）算
解説（かいせつ）⓪,<名·他Ⅲ>,解说；说明；解释；讲解
語彙（ごい）①,<名>,词汇
音声（おんせい）①,<名>,语音；发音
文法（ぶんぽう）⓪,<名>,语法
表現（ひょうげん）③,<名·他Ⅲ>,表达（方式）
か,<終助>,（表示疑问）吗
は,<取立て助>,(「は」发 wa 的音）用于提出（凸显）话题
ね,<終助>,表示征求对方认同、确认的语气
