スマートフォン（smartphone）④,<名>,智能手机
スマート（smart）②,<形Ⅱ>,机敏；漂亮；苗条
フォン（phone）①,<名>,电话
お菓子（おかし）②,<名>,点心；糕点
果物（くだもの）②,<名>,水果
買う（かう）⓪,<他I>,买；购买
僕（ぼく）①,<名>,（男性自称）我
ほとんど②,<副·名>,几乎；大部分；差不多
ネットショッピング（net shopping）④,<名・自Ⅲ>,网购；线上购物
ネット（net）⓪,<名>,（「インターネット」（internet）省略说法）网络
ショッピング（shopping）①,<名·自Ⅲ>,购物
よく①,<副>,经常，常常；很；非常
スマホ⓪,<名>,（「スマートフォン」（smartphone）的省略说法）智能手机
アプリ①,<名>,（「アプリケーションソフト」（application）的省略说法）（手机）应用程序
ときどき（時々）⓪,<名·副>,常常
デリバリー（delivery）②,<名·自Ⅲ>,外卖
注文（ちゅうもん）⓪,<名·他Ⅲ>,订单；下订单；订货；点菜
いつも①,<名·副>,总是；经常；往常；平时
サッカー（soccer）①,<名>,足球
試合（しあい）⓪,<名·自Ⅲ>,比赛
見る（みる）①,<他Ⅱ>,看；观看
毎日（まいにち）①,<名>,每天；天天
毎-（まい-）,<接頭>,每~
聞く（きく）⓪,<他Ⅰ>,听；问
ふだん（普段）②,<名>,平时
やりとり②,<名>,（物品、行为上的）互相往来
SNS（エスエヌエス）⑤,<名>,(Social Network Software或Social Networking Services的省略说法）社交软件，社交网站
使う（つかう）⓪,<他Ⅰ>,使用；用
メール（mail）⓪①,<名>,邮件
連絡（れんらく）⓪,<名·自Ⅲ>,联系；联络
提出（ていしゅつ）⓪,<名·他Ⅲ>,提交；上交；提出
授業中（じゅぎょうちゅう）⓪,<名>,上课时
-中（-ちゅう）,<接尾>,（表示动作、状态等正在进行、持续过程当中）正……；……的时候
調べる（しらべる）③,<他Ⅱ>,调查；查阅
たまに③,<副>,偶尔
電話（でんわ）⓪,<名·自Ⅲ>,电话
鳴る（なる）⓪,<自I>,响；发出声响
怒る（おこる）②,<自I>,生气；发火；不高兴；愤怒
もちろん〖勿論〗②,<副>,当然
を,<格助>,表示动作、作用的对象
が,<格助>,表示动作、变化、状态的主体
