サークル情報（circleじょうほう）⑤,<名>,社团信息
サークル（circle）①,<名>,小组；社团；圆，圆形
情報（じょうほう）⓪,<名>,信息
遣唐使（けんとうし）③,<名>,遣唐使
10月号（じゅうがつごう）④,<名>,10月号；第10期
-月（-がつ）,<接尾>,～月（份）
-号（-ごう）,<接尾>,（表示杂志、报纸等定期刊物的顺序、编号）号；期
新入生（しんにゅうせい）③,<名>,新生
歓迎（かんげい）⓪,<名·他Ⅲ>,欢迎
日本人留学生会（にほんじんりゅうがくせいかい）⑨⑧,<名>,日本留学生会
留学生会（りゅうがくせいかい）⑤,<名>,留学生会
メンバー（member）①,<名>,成员
活動（かつどう）⓪,<名·自Ⅲ>,活动；工作
ニュースレター（news letter）④,<名>,新闻简报；简讯
ニュース（news）①,<名>,新闻；消息
レター（letter）①,<名>,信；简报；简讯
発行（はっこう）⓪,<名·他Ⅲ>,发行
研究発表会（けんきゅうはっぴょうかい）⑦,<名>,研究发表会
発表（はっぴょう）⓪,<名·他Ⅲ>,发表；宣读论文；发言；公布
交流（こうりゅう）⓪,<名·自Ⅲ>,交流
開催（かいさい）⓪,<名·他Ⅲ>,举办；召开
活動日（かつどうび）③,<名>,活动日
金曜日（きんようび）③,<名>,星期五
場所（ばしょ）⓪,<名>,地点；场所；处所
留学生会館（りゅうがくせいかいかん）⑦,<名>,留学生会馆
会館（かいかん）⓪,<名>,会馆
-階（-かい）,<接尾>,建筑物的楼层；～层
小会議室（しょうかいぎしつ）⑤,<名>,小会议室
会議（かいぎ）①,<名·自Ⅲ>,会议；开会
会長（かいちょう）⓪,<名>,会长；董事长
専攻（せんこう）⓪,<名·他Ⅲ>,专业；专攻
中国経済（ちゅうごくけいざい）⑤,<名>,中国经济
卒業論文（そつぎょうろんぶん）⑤,<名>,（本科生）毕业论文
卒業（そつぎょう）⓪,<名·自Ⅲ>,毕业
論文（ろんぶん）⓪,<名>,论文
テーマ（德语thema）①,<名>,主题；题目
株式市場（かぶしきしじょう）⑤,<名>,股票市场；股市
株式（かぶしき）②,<名>,股；股票；股份
市場（しじょう）⓪,<名>,市场
副会長（ふくかいちょう）③,<名>,副会长
副-（ふく-）,<接頭>,副～
知らせ（しらせ）⓪,<名>,通知
日時（にちじ）①,<名>,日期与时间
大集会室（だいしゅうかいしつ）⑤,<名>,大集会室；大会议室；会议厅
大-（だい-）,<接頭>,大～
集会（しゅうかい）⓪,<名·自Ⅲ>,集会
会費（かいひ）⓪,<名>,会费；会务费
会員（かいいん）⓪,<名>,会员
元（げん）①,<名>,（人民币单位）元
無料（むりょう）⓪,<名>,免费
料理（りょうり）①,<名·他Ⅲ>,菜；料理；烹饪
ギョーザ〖餃子〗⓪,<名>,饺子
すし〖寿司〗②①,<名>,寿司
や,<並助>,（用于罗列、列举同类事物，但未穷尽）和
など〖等〗,<取立て助>,（表示示例）等；等等
