読解文（どっかいぶん）③,<名>,阅读理解的文章；课文
読解（どっかい）⓪,<名·他Ⅲ>,阅读；阅读理解
文（ぶん）①,<名>,文章；句子
皆さん（みなさん）②,<名>,大家；各位
こんにちは⓪,,你好！
～へようこそ,,（へ：发e的音）表示欢迎对方的来访等
学長（がくちょう）⓪,<名>,大学校长
張光輝（ちょう-こうき）①-①,<固名>,（人名）张光辉
-年（-ねん）,<接尾>,（用于计算年限或学年等）年
創立（そうりつ）⓪,<名·他Ⅲ>,创立；创建；设立
総合大学（そうごうだいがく）⑤,<名>,综合大学
総合（そうごう）⓪,<名·他Ⅲ>,综合
現在（げんざい）①,<名>,现在
学生数（がくせいすう）③,<名>,学生人数
-数（-すう）,<接尾>,数；数量
約（やく）①,<副>,大约；大概
-名 （-めい）,<接尾>,（表示人数。「-人（-にん）」的郑重说法）~位；~名；~人
文系学部（ぶんけいがくぶ）⑤,<名>,文科院系
理系学部（りけいがくぶ）④,<名>,理科院系
その他（そのた）②,<名>,其他；另外
大学院（だいがくいん）④,<名>,研究生院
研究所（けんきゅうじょ/けんきゅうしょ）⓪⑤,<名>,研究所
研究（けんきゅう）⓪,<名·他Ⅲ>,研究
センター（center）①,<名>,中心
コース（course）①,<名>,学科；方向；路线
国際教育センター（こくさいきょういくcenter）⓪-①,<名>,国际教育中心
国際（こくさい）⓪,<名>,国际
教育（きょういく）⓪,<名·他Ⅲ>,教育
一部（いちぶ）②,<名>,一部分
主要科目（しゅようかもく）④,<名>,主要科目
主要（しゅよう）①,<名·形Ⅱ>,主要
科目（かもく）⓪,<名>,科目
中国語（ちゅうごくご）⓪,<名>,汉语；中文
発音（はつおん）⓪,<名·他Ⅲ>,发音
聴解（ちょうかい）⓪,<名>,听力
作文（さくぶん）⓪,<名·自Ⅲ>,作文；写作
言葉（ことば）③,<名>,语言；词汇；词；口语
勉強（べんきょう）⓪,<名·他Ⅲ>,学习
日々（ひび）①,<名>,每天；天天；平时
努力（どりょく）①,<名·自Ⅲ>,努力
積み重ね（つみかさね）⓪,<名>,积累
では①,<接>,那么
の,<格助>,表示同位关系
